game_name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,fk_publisher_id,fk_developer_id
Fracture,X360,2008,Shooter,0.15,0.14,0.0,0.04,0.33,63.0,60.0,6.2,45.0,T,19,352
Ninja Blade,X360,2009,Action,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,M,2,164
Bookworm,DS,2009,Puzzle,0.3,0.01,0.0,0.02,0.33,80.0,5.0,,,E,209,365
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,E10+,20,183
Bee Movie Game,Wii,2007,Action,0.3,0.01,0.0,0.03,0.33,62.0,16.0,7.6,7.0,E,5,777
Kelly Slater's Pro Surfer,PS2,2002,Sports,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.4,15.0,E,5,7
Sniper: Ghost Warrior 2,PS3,2013,Shooter,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6.0,82.0,M,86,348
Shrek SuperSlam,GBA,2005,Action,0.24,0.09,0.0,0.01,0.33,58.0,4.0,,,E10+,5,778
Legends of Wrestling II,PS2,2002,Fighting,0.16,0.13,0.0,0.04,0.33,59.0,15.0,6.7,6.0,T,31,311
World Stadium 3,PS,1999,Sports,0.0,0.0,0.31,0.02,0.33,,,,,,26,2
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,0.12,0.13,0.0,0.08,0.33,67.0,5.0,,,E10+,33,51
Extra Bases,GB,1990,Sports,0.0,0.0,0.33,0.0,0.33,,,,,,26,2
Super Power League 2,SNES,1994,Sports,0.0,0.0,0.33,0.0,0.33,,,,,,68,2
Virtua Tennis 2009,X360,2009,Sports,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,E,9,130
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8.0,27.0,T,13,49
MLB 09: The Show,PS2,2009,Sports,0.16,0.13,0.0,0.04,0.33,79.0,7.0,7.5,12.0,E,4,422
Cool Boarders 2001,PS2,2001,Sports,0.16,0.13,0.0,0.04,0.33,78.0,16.0,,,E,4,705
Hell's Kitchen: The Game,Wii,2008,Simulation,0.3,0.0,0.0,0.03,0.33,,,,,,6,2
Classic NES Series: Castlevania,GBA,2004,Platform,0.17,0.06,0.09,0.01,0.33,74.0,10.0,8.6,12.0,E,1,70
Scooby-Doo! First Frights,PS2,2009,Action,0.14,0.03,0.0,0.16,0.33,,,,,,20,2
Fight Night Round 3,XB,2006,Fighting,0.26,0.06,0.0,0.01,0.33,83.0,32.0,9.0,21.0,T,8,253
GT Advance Championship Racing,GBA,2001,Racing,0.24,0.09,0.0,0.01,0.33,82.0,10.0,,,E,29,359
Way of the Samurai 2,PS2,2003,Action,0.05,0.04,0.23,0.01,0.33,59.0,32.0,9.0,24.0,M,13,199
Planet Puzzle League,DS,2007,Puzzle,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,E,1,56
BattleTanx,N64,1998,Action,0.26,0.06,0.0,0.0,0.33,,,,,,76,2
Custom Robo,N64,,Role-Playing,0.0,0.0,0.29,0.04,0.33,,,,,,1,2
Naruto: Rise of a Ninja,X360,2007,Action,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,84.0,T,6,53
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,T,5,243
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,0.0,0.0,0.33,0.0,0.33,,,,,,9,2
Pitfall 3D: Beyond the Jungle,PS,1998,Platform,0.18,0.12,0.0,0.02,0.33,,,,,,5,2
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,T,49,580
Clock Tower 3,PS2,2002,Adventure,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,M,13,779
Battle Dodge Ball,SNES,1991,Sports,0.0,0.0,0.33,0.0,0.33,,,,,,56,2
Etrian Odyssey,DS,2007,Role-Playing,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,T,1,780
Call Of Duty 2: Big Red One,GC,2005,Shooter,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,T,5,7
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,T,26,497
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,0.17,0.13,0.0,0.03,0.33,54.0,8.0,,,E10+,36,39
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.9,74.0,T,49,580
NeoGeo Battle Coliseum,PS2,2005,Fighting,0.16,0.13,0.0,0.04,0.33,66.0,21.0,8.8,6.0,T,153,776
Resonance of Fate,X360,2010,Role-Playing,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,T,9,237
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,T,8,286
We Sing Deutsche Hits,Wii,2011,Misc,0.0,0.29,0.0,0.04,0.33,,,,,,128,2
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.7,12.0,E,29,282
MLB 08: The Show,PSP,2008,Sports,0.3,0.0,0.0,0.02,0.33,83.0,14.0,8.4,12.0,E,4,422
Parodius,PS,1994,Shooter,0.0,0.0,0.31,0.02,0.33,,,,,,15,2
The X-Factor,Wii,2010,Misc,0.0,0.28,0.0,0.04,0.33,,,,,,42,2
Spy Kids 3-D: Game Over,GBA,2003,Platform,0.24,0.09,0.0,0.01,0.33,62.0,4.0,7.7,6.0,E,33,81
Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,0.0,0.0,0.33,0.0,0.33,,,,,,9,2
Capcom Classics Collection Reloaded,PSP,2006,Misc,0.26,0.0,0.03,0.03,0.33,75.0,27.0,,,T,13,781
NCAA GameBreaker 2001,PS,2000,Sports,0.18,0.12,0.0,0.02,0.33,69.0,9.0,,,E,4,399
Power Rangers: Ninja Storm,GBA,2003,Misc,0.24,0.09,0.0,0.01,0.33,55.0,4.0,7.8,6.0,E,29,496
Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,0.0,0.0,0.32,0.01,0.33,,,,,,99,2
Medal of Honor: Warfighter,PC,2012,Action,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,M,8,291
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,0.0,0.0,0.33,0.0,0.33,,,,,,26,2
MVP Baseball 2005,GC,2005,Sports,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,E,8,19
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007,Misc,0.0,0.0,0.33,0.0,0.33,,,,,,138,2
SSX Blur,Wii,2007,Sports,0.29,0.01,0.0,0.03,0.33,74.0,52.0,8.1,60.0,E,8,259
DX Game of Life 2,PS,1997,Misc,0.0,0.0,0.31,0.02,0.33,,,,,,152,2
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,M,131,702
NBA Live 96,PS,1996,Sports,0.16,0.11,0.04,0.02,0.33,,,,,,8,2
Harry Potter and the Half-Blood Prince,PS3,2009,Action,0.15,0.12,0.0,0.05,0.33,66.0,35.0,7.1,17.0,E10+,8,286
Alien: Isolation,PS3,2014,Shooter,0.12,0.16,0.0,0.05,0.33,,,8.3,111.0,M,9,219
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,0.0,0.0,0.33,0.0,0.33,,,,,,49,2
Teen Titans,GC,2006,Action,0.25,0.07,0.0,0.01,0.33,63.0,11.0,6.9,11.0,E10+,29,251
Def Jam Rapstar,Wii,2010,Misc,0.29,0.02,0.0,0.02,0.33,65.0,5.0,,,T,15,782
MX vs. ATV Untamed,Wii,2008,Racing,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,E,29,168
Frogger II: Threeedeep!,2600,1983,Action,0.31,0.02,0.0,0.0,0.33,,,,,,46,2
Binary Domain,PS3,2012,Action,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,M,9,181
NBA Live 06,GC,2005,Sports,0.25,0.07,0.0,0.01,0.33,76.0,14.0,,,E,8,36
Fireball,2600,1981,Action,0.3,0.02,0.0,0.0,0.33,,,,,,210,2
Dr. Mario / Puzzle League,GBA,2005,Puzzle,0.12,0.04,0.16,0.01,0.33,74.0,14.0,,,E,1,56
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,0.31,0.0,0.0,0.02,0.33,,,,,E10+,58,693
DECA Sports Freedom,X360,2010,Sports,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,E10+,68,783
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,0.0,0.0,0.3,0.02,0.33,,,,,,99,2
NBA 2K10,PSP,2009,Sports,0.3,0.0,0.0,0.03,0.33,,,8.1,13.0,E,3,84
Major League Baseball 2K6,XB,2006,Sports,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,E,3,277
Golden Axe: Beast Rider,X360,2008,Action,0.19,0.11,0.0,0.03,0.33,45.0,33.0,5.8,33.0,M,9,528
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,0.16,0.12,0.0,0.04,0.33,,,,,,97,2
EA Playground,DS,2007,Sports,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,E,8,487
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,0.0,0.25,0.0,0.08,0.33,,,,,,4,2
Discovery Kids: Puppy Playtime,DS,2009,Simulation,0.3,0.0,0.0,0.02,0.33,,,,,E,12,667
The Witcher: Enhanced Edition,PC,2008,Role-Playing,0.32,0.01,0.0,0.0,0.32,86.0,30.0,8.5,1660.0,M,11,82
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,0.23,0.09,0.0,0.01,0.32,65.0,9.0,,,E,15,70
Nicktoons: Movin',PS2,2004,Action,0.16,0.12,0.0,0.04,0.32,,,,,E,29,75
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,E,1,526
Chicken Riot,Wii,2010,Action,0.14,0.15,0.0,0.03,0.32,,,,,T,86,348
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,0.0,0.0,0.32,0.0,0.32,,,,,,26,2
Might & Magic Heroes VI,PC,2011,Role-Playing,0.13,0.14,0.0,0.05,0.32,,,,,,6,2
Iron Man 2,Wii,2010,Action,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,T,9,338
SWAT: Global Strike Team,PS2,2003,Shooter,0.16,0.12,0.0,0.04,0.32,69.0,21.0,7.8,16.0,M,24,91
NCAA Basketball 10,X360,2009,Sports,0.3,0.0,0.0,0.02,0.32,75.0,22.0,,,E,8,36
Championship Bass,PS,1999,Sports,0.18,0.12,0.0,0.02,0.32,,,,,,8,2
The Adventures of Tintin: The Game,Wii,2011,Action,0.12,0.16,0.0,0.04,0.32,,,5.7,6.0,E10+,6,196
Battlestations: Pacific,X360,2009,Strategy,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,T,22,784
Elebits,Wii,2006,Action,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,33.0,E,15,70
Style Lab: Jewelry Design,DS,2009,Simulation,0.3,0.0,0.0,0.02,0.32,,,,,E,6,13
Def Jam Rapstar,PS3,2010,Misc,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,T,15,782
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,E10+,9,181
Just Dance 2016,XOne,2015,Misc,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,E10+,6,13
Golden Axe: Beast Rider,PS3,2008,Action,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,M,9,528
Dead Space 2,PC,2011,Shooter,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,M,8,190
NHL Breakaway 98,N64,1998,Sports,0.3,0.02,0.0,0.0,0.32,,,,,,31,2
Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,0.0,0.0,0.32,0.0,0.32,,,,,,68,2
Bratz: Girlz Really Rock,DS,2008,Action,0.18,0.11,0.0,0.03,0.32,,,,,E,29,282
Minute to Win It,X360,2011,Misc,0.3,0.0,0.0,0.02,0.32,,,,,E,74,785
Kinetica,PS2,2001,Racing,0.16,0.12,0.0,0.04,0.32,77.0,21.0,8.3,21.0,T,4,64
The Black Eyed Peas Experience,X360,2011,Misc,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,T,6,479
NBA Street V3,XB,2005,Sports,0.28,0.03,0.0,0.01,0.32,89.0,41.0,8.9,10.0,E,8,36
Bust-A-Move '99,PS,1997,Puzzle,0.18,0.12,0.0,0.02,0.32,,,,,,31,2
Dragon Quest Monsters 1·2,PS,2002,Role-Playing,0.0,0.0,0.3,0.02,0.32,,,,,,25,2
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,0.25,0.05,0.0,0.03,0.32,50.0,8.0,5.2,16.0,T,5,375
Remember Me,PS3,2013,Action,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,M,13,712
Silent Hill: Downpour,X360,2012,Action,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,M,15,70
OverBlood,PS,1996,Action,0.05,0.04,0.21,0.02,0.32,,,,,,8,2
Dead Rising 2: Off the Record,PS3,2011,Action,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,M,13,262
ESPN X-Games Pro Boarder,PS,1997,Sports,0.18,0.12,0.0,0.02,0.32,,,,,,4,2
Dragon Ball: XenoVerse,XOne,2015,Fighting,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,T,26,118
Eternal Sonata,X360,2007,Role-Playing,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,T,11,679
Harvest Moon: Back to Nature,PS,1999,Simulation,0.11,0.07,0.12,0.02,0.32,82.0,6.0,9.3,78.0,E,6,716
Dead or Alive 5,X360,2012,Fighting,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,M,116,226
Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,0.0,0.0,0.32,0.0,0.32,,,,,,11,2
Final Fantasy XI,PS2,,Role-Playing,0.08,0.06,0.15,0.02,0.32,85.0,49.0,6.9,66.0,T,34,47
Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014,Strategy,0.0,0.0,0.32,0.0,0.32,,,,,,26,2
Overlord II,X360,2009,Action,0.15,0.14,0.0,0.03,0.32,75.0,60.0,7.2,46.0,T,35,711
Madden NFL 09,DS,2008,Sports,0.3,0.0,0.0,0.02,0.32,,,7.8,4.0,E,8,294
Dance Dance Revolution Universe,X360,2007,Simulation,0.3,0.0,0.0,0.02,0.32,74.0,26.0,8.8,5.0,E10+,15,70
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,0.16,0.12,0.0,0.04,0.32,,,,,,3,2
Batman: Arkham Asylum,PC,2009,Action,0.0,0.28,0.0,0.05,0.32,91.0,29.0,8.7,1736.0,T,22,55
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,0.11,0.13,0.0,0.08,0.32,67.0,25.0,7.6,26.0,T,29,696
Darkwatch,PS2,2005,Shooter,0.16,0.12,0.0,0.04,0.32,74.0,37.0,8.4,42.0,M,6,73
Tony Hawk's American Wasteland,X360,2005,Sports,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,21.0,T,5,61
Beautiful Katamari,X360,2007,Puzzle,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7.0,40.0,E,26,302
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,0.22,0.08,0.0,0.03,0.32,,,,,E10+,58,244
Pony Friends 2,DS,2009,Simulation,0.21,0.09,0.0,0.03,0.32,,,,,E,22,430
My Baby: First Steps,DS,2009,Simulation,0.27,0.03,0.0,0.02,0.32,,,,,E,81,786
Prince of Persia: The Sands of Time,GC,2003,Action,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,T,6,13
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,T,8,286
Sky Odyssey,PS2,2000,Simulation,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,E,4,161
Nagano Winter Olympics 98,N64,1997,Sports,0.15,0.04,0.13,0.0,0.32,,,,,,15,2
Rayman 2: The Great Escape,PS,2000,Platform,0.18,0.12,0.0,0.02,0.32,,,,,,6,2
Just Dance 2016,X360,2015,Misc,0.23,0.05,0.0,0.03,0.32,,,6.0,5.0,E10+,6,13
Kirby's Block Ball,GB,1995,Puzzle,0.0,0.0,0.32,0.0,0.32,,,,,,1,2
World of Warcraft: Legion,PC,2016,Role-Playing,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,T,5,42
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,T,9,181
Bleach: Shattered Blade,Wii,2006,Fighting,0.21,0.01,0.08,0.02,0.32,58.0,30.0,7.5,24.0,T,9,787
FIFA Street 3,PS3,2008,Sports,0.08,0.18,0.0,0.06,0.32,63.0,37.0,6.9,19.0,E,8,36
Fortress,GBA,2001,Action,0.23,0.08,0.0,0.01,0.32,64.0,15.0,,,E,36,594
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,0.17,0.12,0.0,0.03,0.32,,,,,E,33,286
FIFA 2001 Major League Soccer,PS,2000,Sports,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.8,5.0,E,8,19
Operation Flashpoint: Red River,PS3,2011,Shooter,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,M,35,295
Power Rangers Samurai,Wii,2011,Action,0.27,0.02,0.0,0.02,0.32,45.0,4.0,,,E10+,26,773
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,0.3,0.0,0.0,0.02,0.32,,,,,E10+,15,282
DiRT 2,PSP,2009,Racing,0.09,0.15,0.0,0.08,0.32,55.0,13.0,5.7,10.0,E10+,4,295
Rally Cross,PS,1997,Racing,0.18,0.12,0.0,0.02,0.32,,,,,,4,2
Frogger's Adventures: The Rescue,PS2,2003,Platform,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0,E,15,70
Silent Hill HD Collection,PS3,2012,Action,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,M,15,688
Extreme Pinball,PS,1995,Misc,0.18,0.12,0.0,0.02,0.32,,,,,,8,2
Singularity,X360,,Shooter,0.24,0.05,0.0,0.02,0.32,76.0,70.0,7.7,169.0,M,34,162
Karaoke Revolution Volume 3,PS2,2004,Misc,0.16,0.12,0.0,0.04,0.32,82.0,25.0,7.8,10.0,E,15,59
Vin Diesel: Wheelman,PS3,2009,Racing,0.12,0.14,0.0,0.05,0.32,,,,,,6,2
Army of Two: The 40th Day,PSP,2010,Shooter,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0,M,8,788
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,0.0,0.0,0.32,0.0,0.32,,,,,,50,2
Street Fighter Alpha 2,SAT,1995,Fighting,0.0,0.0,0.32,0.0,0.32,,,,,,18,2
Persona 4: Dancing All Night,PSV,2015,Misc,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,T,131,789
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,0.14,0.15,0.0,0.03,0.32,,,,,,3,2
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,0.0,0.0,0.3,0.02,0.32,,,,,,15,2
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,0.23,0.08,0.0,0.01,0.32,,,,,,34,2
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,0.16,0.12,0.0,0.04,0.32,68.0,19.0,8.0,8.0,T,6,790
Wipeout 2,Wii,2011,Misc,0.3,0.0,0.0,0.02,0.32,,,,,E10+,5,569
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,0.23,0.08,0.0,0.01,0.32,,,,,,29,2
Tetris 2 + Bombliss,NES,1991,Puzzle,0.0,0.0,0.32,0.0,0.32,,,,,,211,2
Disney's Extreme Skate Adventure,PS2,2003,Sports,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.3,12.0,E,5,141
Rock Band Country Track Pack,PS2,2009,Misc,0.16,0.12,0.0,0.04,0.32,,,,,E10+,32,59
Prey,X360,2006,Shooter,0.27,0.03,0.0,0.03,0.32,79.0,80.0,7.3,117.0,M,3,791
"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,0.23,0.08,0.0,0.01,0.32,,,,,,176,2
Dragster,2600,,Racing,0.3,0.02,0.0,0.0,0.32,,,,,,5,2
Frankenstein's Monster,2600,1982,Action,0.3,0.02,0.0,0.0,0.32,,,,,,191,2
Shaun White Snowboarding,PSP,2008,Sports,0.26,0.03,0.0,0.03,0.32,70.0,5.0,7.5,4.0,E10+,6,13
Riven: The Sequel to Myst,PS,1997,Adventure,0.18,0.12,0.0,0.02,0.32,,,,,,31,2
Folklore,PS3,2007,Role-Playing,0.2,0.04,0.05,0.03,0.32,75.0,55.0,8.2,145.0,T,4,792
Derby Stallion DS,DS,2008,Sports,0.0,0.0,0.32,0.0,0.32,,,,,,155,2
Murdered: Soul Suspect,PS4,2014,Action,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,310.0,M,16,756
The Darkness II,PS3,2012,Shooter,0.14,0.13,0.0,0.05,0.32,79.0,28.0,7.6,127.0,M,3,494
NBA 2K3,XB,2002,Sports,0.24,0.07,0.0,0.01,0.32,87.0,15.0,7.9,9.0,E,9,84
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,0.0,0.0,0.32,0.0,0.32,,,,,,16,2
Shin Momotarou Densetsu,SNES,1993,Role-Playing,0.0,0.0,0.32,0.0,0.32,,,,,,68,2
From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,0.0,0.0,0.32,0.0,0.32,,,,,,26,2
Sega Smash Pack,GBA,2002,Misc,0.23,0.08,0.0,0.01,0.32,60.0,14.0,,,E,11,793
All-Star Baseball 2005,PS2,,Sports,0.16,0.12,0.0,0.04,0.32,72.0,13.0,8.6,21.0,E,34,311
The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,0.0,0.0,0.3,0.02,0.32,,,,,,190,2
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,0.0,0.0,0.3,0.02,0.32,,,,,,56,2
Live A Live,SNES,1994,Role-Playing,0.0,0.0,0.32,0.0,0.32,,,,,,10,2
NFL Fever 2004,XB,2003,Sports,0.24,0.07,0.0,0.01,0.32,74.0,29.0,8.8,16.0,E,2,377
Madden NFL 2002,GBA,2001,Sports,0.23,0.08,0.0,0.01,0.32,,,,,E,8,222
Bigfoot: Collision Course,Wii,2008,Racing,0.3,0.0,0.0,0.02,0.32,,,,,E,84,759
FIFA Street 3,X360,2008,Sports,0.14,0.14,0.0,0.03,0.32,63.0,48.0,6.9,18.0,E,8,36
Cabela's Dangerous Hunts 2011,X360,2010,Sports,0.28,0.01,0.0,0.02,0.32,55.0,7.0,,,T,5,243
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,0.03,0.0,0.0,0.28,0.32,,,,,,8,2
Test Drive Unlimited,X360,2006,Racing,0.23,0.04,0.02,0.02,0.32,82.0,69.0,8.0,86.0,E10+,11,481
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,0.29,0.0,0.0,0.02,0.32,58.0,15.0,8.7,30.0,T,8,36
The Biggest Loser,DS,2009,Sports,0.18,0.11,0.0,0.03,0.32,63.0,5.0,,,E,29,245
Power Rangers Samurai,DS,2011,Action,0.26,0.04,0.0,0.02,0.32,,,,,E10+,26,773
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,0.24,0.07,0.0,0.01,0.32,81.0,50.0,7.9,31.0,M,42,794
4x4 Evolution,PS2,2001,Racing,0.16,0.12,0.0,0.04,0.32,64.0,11.0,,,E,212,232
Clive Barker's Jericho,X360,2007,Shooter,0.28,0.01,0.0,0.02,0.32,63.0,46.0,7.4,70.0,M,35,795
Rise of the Tomb Raider,X360,2015,Adventure,0.18,0.11,0.0,0.03,0.32,,,7.5,178.0,M,16,331
Momotarou Dentetsu Happy,SNES,1996,Misc,0.0,0.0,0.32,0.0,0.32,,,,,,68,2
Power Rangers: Time Force,PS,2001,Action,0.18,0.12,0.0,0.02,0.32,,,,,,29,2
Romance of the Three Kingdoms VII,PS2,2000,Strategy,0.08,0.06,0.16,0.02,0.32,72.0,10.0,8.7,11.0,E,49,394
Goosebumps HorrorLand,DS,2008,Adventure,0.29,0.0,0.0,0.02,0.32,,,,,E10+,118,796
Fable III,PC,2011,Role-Playing,0.1,0.17,0.0,0.05,0.32,75.0,39.0,5.4,555.0,M,2,60
Littlest Pet Shop: City Friends,DS,2009,Simulation,0.29,0.0,0.0,0.02,0.32,,,,,E,8,23
"Monsters, Inc.",PS2,2002,Adventure,0.15,0.12,0.0,0.04,0.32,52.0,15.0,7.2,10.0,E,4,251
DJ Hero,PS2,2009,Misc,0.1,0.02,0.0,0.2,0.32,87.0,4.0,6.4,5.0,T,5,369
Lord of Arcana,PSP,2010,Role-Playing,0.07,0.04,0.17,0.03,0.32,53.0,45.0,5.5,21.0,M,16,797
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,0.15,0.11,0.0,0.05,0.32,63.0,13.0,6.6,9.0,E10+,33,561
Quiz Magic Academy DS,DS,2008,Misc,0.0,0.0,0.32,0.0,0.32,,,,,,15,2
Tekken 6,PSP,2009,Fighting,0.15,0.03,0.1,0.03,0.32,82.0,39.0,8.2,68.0,T,26,315
Chicken Blaster,Wii,2009,Shooter,0.29,0.0,0.0,0.02,0.32,,,,,T,201,714
Dynasty Warriors 4 Empires,PS2,2004,Action,0.0,0.0,0.32,0.0,0.32,71.0,29.0,8.8,19.0,T,49,189
Shenmue II,XB,2002,Adventure,0.22,0.08,0.0,0.01,0.32,80.0,31.0,9.3,96.0,T,2,220
Crash of the Titans,X360,2007,Action,0.27,0.02,0.0,0.02,0.32,65.0,25.0,6.3,39.0,E10+,24,312
LEGO Marvel's Avengers,X360,2016,Action,0.18,0.11,0.0,0.03,0.32,,,5.7,6.0,E10+,20,183
Skylanders SWAP Force,XOne,2013,Platform,0.22,0.06,0.0,0.03,0.32,,,5.5,43.0,E10+,5,68
Heart of Darkness,PS,1998,Platform,0.18,0.12,0.0,0.02,0.32,,,,,,83,2
Rugby World Cup 2011,PS3,2011,Sports,0.0,0.24,0.0,0.07,0.32,50.0,12.0,5.6,7.0,E,12,255
Virtua Striker 2,DC,1999,Sports,0.0,0.0,0.32,0.0,0.32,,,,,,9,2
